artist,artist_followers,artist_popularity,duration_ms,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,lyric_total_word_count,lyric_unique_word_count,popularity,release_date,release_year,song_id,song_name,track,win/loss
X Ambassadors,1292344,77,195200,0.0144,https://api.spotify.com/v1/audio-analysis/0fYVliAYKHuPmECRs1pbRf,0.526,195200.0,0.862,0fYVliAYKHuPmECRs1pbRf,0.0597,2.0,0.229,-6.003,1.0,0.0905,90.052,4.0,https://api.spotify.com/v1/tracks/0fYVliAYKHuPmECRs1pbRf,audio_features,spotify:track:0fYVliAYKHuPmECRs1pbRf,0.528,182,69,74,2015-06-30,2015,0fYVliAYKHuPmECRs1pbRf,Renegades,Renegades,0
Chris Young,1216473,72,197280,0.0282,https://api.spotify.com/v1/audio-analysis/0H04yVa3DJxoXbLBpAb7iV,0.575,197280.0,0.845,0H04yVa3DJxoXbLBpAb7iV,0.0,10.0,0.0814,-3.838,1.0,0.035,127.997,4.0,https://api.spotify.com/v1/tracks/0H04yVa3DJxoXbLBpAb7iV,audio_features,spotify:track:0H04yVa3DJxoXbLBpAb7iV,0.376,320,99,69,2015-11-13,2015,0H04yVa3DJxoXbLBpAb7iV,I'm Comin' Over,I'm Comin' Over,0
Fetty Wap,3227491,79,213053,0.00419,https://api.spotify.com/v1/audio-analysis/1WoOzgvz6CgH4pX6a1RKGp,0.748,213053.0,0.741,1WoOzgvz6CgH4pX6a1RKGp,0.0,6.0,0.147,-3.103,1.0,0.0531,128.077,4.0,https://api.spotify.com/v1/tracks/1WoOzgvz6CgH4pX6a1RKGp,audio_features,spotify:track:1WoOzgvz6CgH4pX6a1RKGp,0.537,308,202,68,2015-09-25,2015,1WoOzgvz6CgH4pX6a1RKGp,My Way,My Way (feat. Monty),0
Ed Sheeran,36260115,93,258986,0.607,https://api.spotify.com/v1/audio-analysis/1HNkqx9Ahdgi1Ixy2xkKkL,0.614,258987.0,0.379,1HNkqx9Ahdgi1Ixy2xkKkL,0.000464,4.0,0.0986,-10.48,1.0,0.0476,107.989,4.0,https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL,audio_features,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,0.201,365,136,84,2014-06-21,2014,1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,Photograph,0
one sonic society,24147,58,250426,0.0672,https://api.spotify.com/v1/audio-analysis/1W5mifA8dmXAkeich4GPFK,0.478,250427.0,0.347,1W5mifA8dmXAkeich4GPFK,0.0,0.0,0.0838,-7.43,1.0,0.0261,99.947,3.0,https://api.spotify.com/v1/tracks/1W5mifA8dmXAkeich4GPFK,audio_features,spotify:track:1W5mifA8dmXAkeich4GPFK,0.28,236,111,55,2018-04-20,2018,1W5mifA8dmXAkeich4GPFK,Great Is Thy Faithfulness,Great Is Thy Faithfulness (Beginning to End) [feat. Mike Weaver],0
Rachel Platten,683857,69,204013,0.0549,https://api.spotify.com/v1/audio-analysis/37f4ITSlgPX81ad2EvmVQr,0.564,204013.0,0.714,37f4ITSlgPX81ad2EvmVQr,0.0,7.0,0.155,-4.987,1.0,0.129,175.924,4.0,https://api.spotify.com/v1/tracks/37f4ITSlgPX81ad2EvmVQr,audio_features,spotify:track:37f4ITSlgPX81ad2EvmVQr,0.33,392,127,76,2016-01-01,2016,37f4ITSlgPX81ad2EvmVQr,Fight Song,Fight Song,0
WALK THE MOON,1110120,72,199080,0.00701,https://api.spotify.com/v1/audio-analysis/4kbj5MwxO1bq9wjT5g9HaA,0.578,199080.0,0.866,4kbj5MwxO1bq9wjT5g9HaA,0.0,1.0,0.257,-3.804,1.0,0.0619,128.038,4.0,https://api.spotify.com/v1/tracks/4kbj5MwxO1bq9wjT5g9HaA,audio_features,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,0.619,415,104,78,2014-11-24,2014,4kbj5MwxO1bq9wjT5g9HaA,Shut Up And Dance,Shut Up and Dance,0
Ed Sheeran,36260122,93,281560,0.474,https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f,0.781,281560.0,0.445,34gCuhDGsG4bRPIf9bb02f,0.0,2.0,0.184,-6.061,1.0,0.0295,78.998,4.0,https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f,audio_features,spotify:track:34gCuhDGsG4bRPIf9bb02f,0.591,372,134,84,2014-06-21,2014,34gCuhDGsG4bRPIf9bb02f,Thinking Out Loud,Thinking Out Loud,0
Michael Jackson,7649760,86,358053,0.0816,https://api.spotify.com/v1/audio-analysis/7azo4rpSUh8nXgtonC6Pkq,0.764,358053.0,0.887,7azo4rpSUh8nXgtonC6Pkq,0.000108,11.0,0.847,-3.725,1.0,0.0738,118.421,4.0,https://api.spotify.com/v1/tracks/7azo4rpSUh8nXgtonC6Pkq,audio_features,spotify:track:7azo4rpSUh8nXgtonC6Pkq,0.721,551,237,72,2017-09-27,2017,7azo4rpSUh8nXgtonC6Pkq,Thriller,Thriller,0
Jason Derulo,6209659,85,207719,0.00906,https://api.spotify.com/v1/audio-analysis/7oGZAicScQt96OAW4AruYy,0.775,207719.0,0.68,7oGZAicScQt96OAW4AruYy,0.0,0.0,0.109,-5.508,0.0,0.0629,114.025,4.0,https://api.spotify.com/v1/tracks/7oGZAicScQt96OAW4AruYy,audio_features,spotify:track:7oGZAicScQt96OAW4AruYy,0.656,531,108,75,2015-05-29,2015,7oGZAicScQt96OAW4AruYy,Want To Want Me,Want to Want Me,0
Fall Out Boy,5530011,83,229093,0.00898,https://api.spotify.com/v1/audio-analysis/2TfSHkHiFO4gRztVIkggkE,0.499,229093.0,0.824,2TfSHkHiFO4gRztVIkggkE,0.0,7.0,0.163,-4.741,1.0,0.0794,161.977,4.0,https://api.spotify.com/v1/tracks/2TfSHkHiFO4gRztVIkggkE,audio_features,spotify:track:2TfSHkHiFO4gRztVIkggkE,0.699,518,110,77,2005-01-01,2005,2TfSHkHiFO4gRztVIkggkE,Sugar,"Sugar, We're Goin Down",0
Rich Homie Quan,1780010,73,176674,0.038,https://api.spotify.com/v1/audio-analysis/2LLFl56eIFGFlnrplUC26f,0.728,176675.0,0.62,2LLFl56eIFGFlnrplUC26f,0.0,2.0,0.342,-7.533,1.0,0.0434,81.998,4.0,https://api.spotify.com/v1/tracks/2LLFl56eIFGFlnrplUC26f,audio_features,spotify:track:2LLFl56eIFGFlnrplUC26f,0.885,702,209,61,2015-06-02,2015,2LLFl56eIFGFlnrplUC26f,Flex (Ooh Ooh Ooh),"Flex (Ooh, Ooh, Ooh)",0
Fifth Harmony,6996822,78,224573,0.063,https://api.spotify.com/v1/audio-analysis/41Fflg7qHiVOD6dEPvsCzO,0.884,224573.0,0.765,41Fflg7qHiVOD6dEPvsCzO,7.04e-06,8.0,0.118,-3.865,1.0,0.0882,99.987,4.0,https://api.spotify.com/v1/tracks/41Fflg7qHiVOD6dEPvsCzO,audio_features,spotify:track:41Fflg7qHiVOD6dEPvsCzO,0.594,782,128,76,2015-01-30,2015,41Fflg7qHiVOD6dEPvsCzO,Worth It,Worth It,0
Taylor Swift,16342394,89,211933,0.0871,https://api.spotify.com/v1/audio-analysis/273dCMFseLcVsoSWx59IoE,0.652,211933.0,0.802,273dCMFseLcVsoSWx59IoE,6.45e-06,7.0,0.148,-6.114,1.0,0.181,170.157,4.0,https://api.spotify.com/v1/tracks/273dCMFseLcVsoSWx59IoE,audio_features,spotify:track:273dCMFseLcVsoSWx59IoE,0.295,577,132,65,2014-10-27,2014,273dCMFseLcVsoSWx59IoE,Bad Blood,Bad Blood,0
The Weeknd,13438999,90,252226,0.391,https://api.spotify.com/v1/audio-analysis/2PIvq1pGrUjY007X5y1UpM,0.66,252227.0,0.382,2PIvq1pGrUjY007X5y1UpM,0.0,2.0,0.0972,-5.919,0.0,0.0304,119.875,3.0,https://api.spotify.com/v1/tracks/2PIvq1pGrUjY007X5y1UpM,audio_features,spotify:track:2PIvq1pGrUjY007X5y1UpM,0.436,490,267,76,2014-12-23,2014,2PIvq1pGrUjY007X5y1UpM,Earned It (Fifty Shades Of Grey),"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",0
Jeremih,2872405,83,240320,0.674,https://api.spotify.com/v1/audio-analysis/08zJpaUQVi9FrKv2e32Bah,0.65,240320.0,0.557,08zJpaUQVi9FrKv2e32Bah,0.0,1.0,0.11,-7.762,1.0,0.312,129.285,4.0,https://api.spotify.com/v1/tracks/08zJpaUQVi9FrKv2e32Bah,audio_features,spotify:track:08zJpaUQVi9FrKv2e32Bah,0.4,772,264,71,2015-12-04,2015,08zJpaUQVi9FrKv2e32Bah,Planez,Planez,0
Fall Out Boy,5530013,83,211573,0.119,https://api.spotify.com/v1/audio-analysis/5PUawWFG1oIS2NwEcyHaCr,0.623,211573.0,0.956,5PUawWFG1oIS2NwEcyHaCr,0.000227,4.0,0.617,-2.608,0.0,0.0753,149.958,4.0,https://api.spotify.com/v1/tracks/5PUawWFG1oIS2NwEcyHaCr,audio_features,spotify:track:5PUawWFG1oIS2NwEcyHaCr,0.739,377,102,70,2015-01-20,2015,5PUawWFG1oIS2NwEcyHaCr,Uma Thurman,Uma Thurman,0
Jidenna,241349,62,226000,0.185,https://api.spotify.com/v1/audio-analysis/3G7XYAwtxtoGK7fAm4IlD9,0.79,226000.0,0.585,3G7XYAwtxtoGK7fAm4IlD9,0.0,8.0,0.292,-6.058,1.0,0.0348,94.072,4.0,https://api.spotify.com/v1/tracks/3G7XYAwtxtoGK7fAm4IlD9,audio_features,spotify:track:3G7XYAwtxtoGK7fAm4IlD9,0.585,638,182,62,2015-02-03,2015,3G7XYAwtxtoGK7fAm4IlD9,Classic Man,Classic Man,0
Andy Grammer,535309,70,199263,0.0324,https://api.spotify.com/v1/audio-analysis/4MflGTO2ZTcSQ12bWcyRgI,0.752,199263.0,0.775,4MflGTO2ZTcSQ12bWcyRgI,0.0,9.0,0.351,-7.289,1.0,0.0546,122.014,4.0,https://api.spotify.com/v1/tracks/4MflGTO2ZTcSQ12bWcyRgI,audio_features,spotify:track:4MflGTO2ZTcSQ12bWcyRgI,0.595,475,100,68,2014-08-05,2014,4MflGTO2ZTcSQ12bWcyRgI,"Honey, I'm Good.","Honey, I'm Good.",0
Omarion,1221518,67,226580,0.0697,https://api.spotify.com/v1/audio-analysis/0fgZUSa7D7aVvv3GfO0A1n,0.733,226581.0,0.676,0fgZUSa7D7aVvv3GfO0A1n,0.0,10.0,0.208,-5.655,0.0,0.0432,97.448,4.0,https://api.spotify.com/v1/tracks/0fgZUSa7D7aVvv3GfO0A1n,audio_features,spotify:track:0fgZUSa7D7aVvv3GfO0A1n,0.701,1093,475,69,2014-12-02,2014,0fgZUSa7D7aVvv3GfO0A1n,Post To Be,Post To Be (feat. Chris Brown & Jhene Aiko),0
Kanye West,8783077,92,304500,0.0572,https://api.spotify.com/v1/audio-analysis/46OFHBw45fNi7QNjSetITR,0.628,304500.0,0.767,46OFHBw45fNi7QNjSetITR,0.0,7.0,0.105,-6.884,1.0,0.217,95.936,4.0,https://api.spotify.com/v1/tracks/46OFHBw45fNi7QNjSetITR,audio_features,spotify:track:46OFHBw45fNi7QNjSetITR,0.375,818,301,59,2005-09-30,2005,46OFHBw45fNi7QNjSetITR,Hey Mama,Hey Mama,0
The Maine,338254,63,191938,0.000812,https://api.spotify.com/v1/audio-analysis/27pdYORBXUxj1ycvjtMbdl,0.552,191939.0,0.938,27pdYORBXUxj1ycvjtMbdl,0.0266,6.0,0.12,-4.12,1.0,0.0428,98.025,4.0,https://api.spotify.com/v1/tracks/27pdYORBXUxj1ycvjtMbdl,audio_features,spotify:track:27pdYORBXUxj1ycvjtMbdl,0.63,353,82,43,2016-06-24,2016,27pdYORBXUxj1ycvjtMbdl,B**** Better Have My Money,Bitch Better Have My Money,0
Ellie Goulding,5576295,83,252534,0.247,https://api.spotify.com/v1/audio-analysis/2l8w0zZVn4AZNuzrht7MRT,0.262,252534.0,0.606,2l8w0zZVn4AZNuzrht7MRT,0.0,8.0,0.125,-6.646,1.0,0.0484,189.857,4.0,https://api.spotify.com/v1/tracks/2l8w0zZVn4AZNuzrht7MRT,audio_features,spotify:track:2l8w0zZVn4AZNuzrht7MRT,0.275,1347,598,67,2015-11-13,2015,2l8w0zZVn4AZNuzrht7MRT,Love Me Like You Do,"Love Me Like You Do - From ""Fifty Shades Of Grey""",0
Tove Lo,1722478,80,238426,0.0966,https://api.spotify.com/v1/audio-analysis/2tpfxAXiI52znho4WE3XFA,0.736,238427.0,0.761,2tpfxAXiI52znho4WE3XFA,0.0,4.0,0.0823,-5.449,0.0,0.0338,119.999,4.0,https://api.spotify.com/v1/tracks/2tpfxAXiI52znho4WE3XFA,audio_features,spotify:track:2tpfxAXiI52znho4WE3XFA,0.114,477,115,63,2014-09-24,2014,2tpfxAXiI52znho4WE3XFA,Talking Body,Talking Body,0
DJ Snake,3530938,89,247266,0.0113,https://api.spotify.com/v1/audio-analysis/57kR5SniQIbsbVoIjjOUDa,0.426,247267.0,0.722,57kR5SniQIbsbVoIjjOUDa,1.27e-06,5.0,0.262,-5.369,0.0,0.196,196.133,4.0,https://api.spotify.com/v1/tracks/57kR5SniQIbsbVoIjjOUDa,audio_features,spotify:track:57kR5SniQIbsbVoIjjOUDa,0.25,394,112,70,2014-10-14,2014,57kR5SniQIbsbVoIjjOUDa,You Know You Like It,You Know You Like It,0
Trey Songz,3639420,79,197854,0.679,https://api.spotify.com/v1/audio-analysis/4NYwy0R3NdvORX2B6OZXBT,0.733,197854.0,0.408,4NYwy0R3NdvORX2B6OZXBT,3.92e-05,7.0,0.11,-7.834,0.0,0.0388,94.947,4.0,https://api.spotify.com/v1/tracks/4NYwy0R3NdvORX2B6OZXBT,audio_features,spotify:track:4NYwy0R3NdvORX2B6OZXBT,0.291,328,106,71,2015-06-23,2015,4NYwy0R3NdvORX2B6OZXBT,Slow Motion,Slow Motion,0
Sam Hunt,1482317,74,243706,0.101,https://api.spotify.com/v1/audio-analysis/6DEaND0SHv3sC11xobZLiy,0.558,243707.0,0.719,6DEaND0SHv3sC11xobZLiy,0.0,11.0,0.212,-5.603,1.0,0.0419,158.031,4.0,https://api.spotify.com/v1/tracks/6DEaND0SHv3sC11xobZLiy,audio_features,spotify:track:6DEaND0SHv3sC11xobZLiy,0.483,463,162,68,2014-10-27,2014,6DEaND0SHv3sC11xobZLiy,Take Your Time,Take Your Time,0
Sia,9170923,90,257200,0.0117,https://api.spotify.com/v1/audio-analysis/5S9lfZu1YF8xKkgSsqL2Bd,0.421,257200.0,0.791,5S9lfZu1YF8xKkgSsqL2Bd,1.48e-05,9.0,0.146,-4.998,1.0,0.0496,130.075,4.0,https://api.spotify.com/v1/tracks/5S9lfZu1YF8xKkgSsqL2Bd,audio_features,spotify:track:5S9lfZu1YF8xKkgSsqL2Bd,0.499,448,111,68,2015-05-01,2015,5S9lfZu1YF8xKkgSsqL2Bd,Elastic Heart,Elastic Heart,0
Little Big Town,1244819,66,193320,0.842,https://api.spotify.com/v1/audio-analysis/11qh54D0PKkBwelpDxxiEU,0.5,193320.0,0.225,11qh54D0PKkBwelpDxxiEU,0.0,0.0,0.112,-10.22,1.0,0.0302,173.788,3.0,https://api.spotify.com/v1/tracks/11qh54D0PKkBwelpDxxiEU,audio_features,spotify:track:11qh54D0PKkBwelpDxxiEU,0.355,226,87,65,2014-10-21,2014,11qh54D0PKkBwelpDxxiEU,Girl Crush,Girl Crush,0
Taylor Swift,16342396,89,219200,0.0561,https://api.spotify.com/v1/audio-analysis/5xTtaWoae3wi06K5WfVUUH,0.648,219200.0,0.785,5xTtaWoae3wi06K5WfVUUH,0.0,7.0,0.148,-5.414,1.0,0.165,160.02,4.0,https://api.spotify.com/v1/tracks/5xTtaWoae3wi06K5WfVUUH,audio_features,spotify:track:5xTtaWoae3wi06K5WfVUUH,0.943,826,151,69,2014-10-27,2014,5xTtaWoae3wi06K5WfVUUH,Shake It Off,Shake It Off,0
Queen,10973215,96,296493,0.172,https://api.spotify.com/v1/audio-analysis/6cFZ4PLC19taNlpl9pbGMf,0.492,296493.0,0.676,6cFZ4PLC19taNlpl9pbGMf,0.0,8.0,0.239,-6.861,1.0,0.0516,110.232,3.0,https://api.spotify.com/v1/tracks/6cFZ4PLC19taNlpl9pbGMf,audio_features,spotify:track:6cFZ4PLC19taNlpl9pbGMf,0.412,502,166,75,1976-12-10,1976,6cFZ4PLC19taNlpl9pbGMf,Somebody,Somebody To Love - Remastered 2011,0
Gunna,1000420,91,185381,0.0733,https://api.spotify.com/v1/audio-analysis/1jzOG0T6JjvaOoHgzl91Nd,0.802,185382.0,0.527,1jzOG0T6JjvaOoHgzl91Nd,0.000183,1.0,0.0951,-7.226,0.0,0.0701,155.994,4.0,https://api.spotify.com/v1/tracks/1jzOG0T6JjvaOoHgzl91Nd,audio_features,spotify:track:1jzOG0T6JjvaOoHgzl91Nd,0.312,13871,5251,69,2018-10-05,2018,1jzOG0T6JjvaOoHgzl91Nd,Style,Style Stealer (Lil Baby & Gunna),0
Four Fists,2923,41,219733,0.0479,https://api.spotify.com/v1/audio-analysis/1HAPbk8ewrRXXaR5hZ8Z4R,0.517,219733.0,0.55,1HAPbk8ewrRXXaR5hZ8Z4R,1.2e-05,6.0,0.104,-6.7,1.0,0.25,79.997,4.0,https://api.spotify.com/v1/tracks/1HAPbk8ewrRXXaR5hZ8Z4R,audio_features,spotify:track:1HAPbk8ewrRXXaR5hZ8Z4R,0.497,459,221,32,2018-10-12,2018,1HAPbk8ewrRXXaR5hZ8Z4R,G.D.F.R.,G.D.F.R,0
Taylor Swift,16342398,89,231826,0.085,https://api.spotify.com/v1/audio-analysis/1p80LdxRV74UKvL8gnD7ky,0.752,231827.0,0.678,1p80LdxRV74UKvL8gnD7ky,1.64e-06,5.0,0.13,-5.421,1.0,0.0646,96.009,4.0,https://api.spotify.com/v1/tracks/1p80LdxRV74UKvL8gnD7ky,audio_features,spotify:track:1p80LdxRV74UKvL8gnD7ky,0.583,620,196,70,2014-10-27,2014,1p80LdxRV74UKvL8gnD7ky,Blank Space,Blank Space,0
George Ezra,1504644,82,200733,0.0846,https://api.spotify.com/v1/audio-analysis/7q0aQpiLv5tIsupcgQ3Ny4,0.717,200733.0,0.455,7q0aQpiLv5tIsupcgQ3Ny4,0.0,5.0,0.11,-8.303,1.0,0.0276,127.81,4.0,https://api.spotify.com/v1/tracks/7q0aQpiLv5tIsupcgQ3Ny4,audio_features,spotify:track:7q0aQpiLv5tIsupcgQ3Ny4,0.389,380,95,67,2015-01-20,2015,7q0aQpiLv5tIsupcgQ3Ny4,Budapest,Budapest,0
Meghan Trainor,6583678,82,184226,0.375,https://api.spotify.com/v1/audio-analysis/3cU2wBxuV6nFiuf6PJZNlC,0.655,184227.0,0.782,3cU2wBxuV6nFiuf6PJZNlC,0.0,1.0,0.317,-4.789,1.0,0.185,79.427,4.0,https://api.spotify.com/v1/tracks/3cU2wBxuV6nFiuf6PJZNlC,audio_features,spotify:track:3cU2wBxuV6nFiuf6PJZNlC,0.832,430,150,68,2015-01-09,2015,3cU2wBxuV6nFiuf6PJZNlC,Dear Future Husband,Dear Future Husband,0
Big Sean,5310392,85,252040,0.315,https://api.spotify.com/v1/audio-analysis/1bzM1cd6oqFozdr4wK6HdR,0.789,252040.0,0.621,1bzM1cd6oqFozdr4wK6HdR,0.0,10.0,0.136,-7.685,0.0,0.283,118.891,4.0,https://api.spotify.com/v1/tracks/1bzM1cd6oqFozdr4wK6HdR,audio_features,spotify:track:1bzM1cd6oqFozdr4wK6HdR,0.158,1100,387,66,2015-02-24,2015,1bzM1cd6oqFozdr4wK6HdR,Blessings,Blessings,0
Miley Cyrus,7258169,80,202066,0.00124,https://api.spotify.com/v1/audio-analysis/5Q0Nhxo0l2bP3pNjpGJwV1,0.454,202067.0,0.708,5Q0Nhxo0l2bP3pNjpGJwV1,0.000181,10.0,0.0679,-4.526,0.0,0.0675,192.18,4.0,https://api.spotify.com/v1/tracks/5Q0Nhxo0l2bP3pNjpGJwV1,audio_features,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,0.483,591,167,73,2009-01-01,2009,5Q0Nhxo0l2bP3pNjpGJwV1,Time Of Our Lives,Party In The U.S.A.,0
Eminem,411378,0,282546,0.153,https://api.spotify.com/v1/audio-analysis/4e5lEqydMatcEio6ef9Dpf,0.64,282547.0,0.841,4e5lEqydMatcEio6ef9Dpf,0.0,1.0,0.0457,-2.426,0.0,0.0466,121.075,4.0,https://api.spotify.com/v1/tracks/4e5lEqydMatcEio6ef9Dpf,audio_features,spotify:track:4e5lEqydMatcEio6ef9Dpf,0.0471,1017,370,61,2015-07-24,2015,4e5lEqydMatcEio6ef9Dpf,Phenomenal,Phenomenal,0
Meghan Trainor,6583678,82,188754,0.0476,https://api.spotify.com/v1/audio-analysis/0ifSeVGUr7py5GggttDhXw,0.811,188754.0,0.879,0ifSeVGUr7py5GggttDhXw,1.91e-06,9.0,0.109,-3.724,1.0,0.0514,134.064,4.0,https://api.spotify.com/v1/tracks/0ifSeVGUr7py5GggttDhXw,audio_features,spotify:track:0ifSeVGUr7py5GggttDhXw,0.962,596,134,67,2014-06-30,2014,0ifSeVGUr7py5GggttDhXw,All About That Bass,All About That Bass,0
Nicki Minaj,13335411,95,237840,0.437,https://api.spotify.com/v1/audio-analysis/5fyIGoaaKelzdyW8ELhYJZ,0.564,237840.0,0.703,5fyIGoaaKelzdyW8ELhYJZ,0.00927,2.0,0.358,-5.459,1.0,0.269,139.045,4.0,https://api.spotify.com/v1/tracks/5fyIGoaaKelzdyW8ELhYJZ,audio_features,spotify:track:5fyIGoaaKelzdyW8ELhYJZ,0.477,891,313,64,2014-12-15,2014,5fyIGoaaKelzdyW8ELhYJZ,Feeling Myself,Feeling Myself,0
Christian Leave,70705,66,116666,0.843,https://api.spotify.com/v1/audio-analysis/36seMHoyXmLUNxcwzwjdF7,0.55,116667.0,0.271,36seMHoyXmLUNxcwzwjdF7,3.21e-06,2.0,0.107,-8.451,1.0,0.0297,111.344,4.0,https://api.spotify.com/v1/tracks/36seMHoyXmLUNxcwzwjdF7,audio_features,spotify:track:36seMHoyXmLUNxcwzwjdF7,0.198,173,66,72,2016-07-01,2016,36seMHoyXmLUNxcwzwjdF7,Please,Please Notice,0
Hozier,2633528,80,241693,0.634,https://api.spotify.com/v1/audio-analysis/1CS7Sd1u5tWkstBhpssyjP,0.566,241693.0,0.664,1CS7Sd1u5tWkstBhpssyjP,0.0,4.0,0.116,-5.303,0.0,0.0464,128.945,4.0,https://api.spotify.com/v1/tracks/1CS7Sd1u5tWkstBhpssyjP,audio_features,spotify:track:1CS7Sd1u5tWkstBhpssyjP,0.437,499,182,73,2014-10-03,2014,1CS7Sd1u5tWkstBhpssyjP,Take Me To Church,Take Me to Church,0
Sam Smith,7340988,90,239316,0.529,https://api.spotify.com/v1/audio-analysis/7795WJLVKJoAyVoOtCWqXN,0.677,239317.0,0.485,7795WJLVKJoAyVoOtCWqXN,2.04e-05,5.0,0.0766,-5.795,1.0,0.0361,82.001,4.0,https://api.spotify.com/v1/tracks/7795WJLVKJoAyVoOtCWqXN,audio_features,spotify:track:7795WJLVKJoAyVoOtCWqXN,0.493,306,101,82,2014-01-01,2014,7795WJLVKJoAyVoOtCWqXN,I'm Not The Only One,I'm Not The Only One,0
Rae Sremmurd,4208799,82,260453,0.0417,https://api.spotify.com/v1/audio-analysis/5uqphUYsR45kPYplrYSAQh,0.854,260453.0,0.645,5uqphUYsR45kPYplrYSAQh,0.000115,6.0,0.103,-8.021,0.0,0.141,142.053,4.0,https://api.spotify.com/v1/tracks/5uqphUYsR45kPYplrYSAQh,audio_features,spotify:track:5uqphUYsR45kPYplrYSAQh,0.569,910,275,66,2015-01-06,2015,5uqphUYsR45kPYplrYSAQh,Throw Sum Mo,Throw Sum Mo,0
Meghan Trainor,6583682,82,182666,0.0506,https://api.spotify.com/v1/audio-analysis/6gj08XDlv9Duc2fPOxUmVD,0.775,182667.0,0.825,6gj08XDlv9Duc2fPOxUmVD,1.03e-06,7.0,0.111,-5.402,1.0,0.0464,139.091,4.0,https://api.spotify.com/v1/tracks/6gj08XDlv9Duc2fPOxUmVD,audio_features,spotify:track:6gj08XDlv9Duc2fPOxUmVD,0.95,541,123,66,2015-01-09,2015,6gj08XDlv9Duc2fPOxUmVD,Lips Are Movin,Lips Are Movin,0
Fall Out Boy,5530016,83,228360,0.004,https://api.spotify.com/v1/audio-analysis/04aAxqtGp5pv12UXAg4pkq,0.385,228360.0,0.866,04aAxqtGp5pv12UXAg4pkq,0.0,4.0,0.111,-2.817,0.0,0.0697,176.014,4.0,https://api.spotify.com/v1/tracks/04aAxqtGp5pv12UXAg4pkq,audio_features,spotify:track:04aAxqtGp5pv12UXAg4pkq,0.551,379,132,78,2015-01-20,2015,04aAxqtGp5pv12UXAg4pkq,Centuries,Centuries,0
Pentatonix,2050109,81,268960,0.47,https://api.spotify.com/v1/audio-analysis/0HZk0QsXPhMNAWNDR3rYE8,0.364,268960.0,0.378,0HZk0QsXPhMNAWNDR3rYE8,0.0,7.0,0.339,-7.381,0.0,0.0331,89.918,3.0,https://api.spotify.com/v1/tracks/0HZk0QsXPhMNAWNDR3rYE8,audio_features,spotify:track:0HZk0QsXPhMNAWNDR3rYE8,0.366,258,129,72,2017-12-06,2017,0HZk0QsXPhMNAWNDR3rYE8,Hallelujah,Hallelujah,0
Usher,6609264,82,251989,0.205,https://api.spotify.com/v1/audio-analysis/7aXuop4Qambx5Oi3ynsKQr,0.87,251989.0,0.464,7aXuop4Qambx5Oi3ynsKQr,0.0,4.0,0.0902,-8.337,1.0,0.178,112.974,4.0,https://api.spotify.com/v1/tracks/7aXuop4Qambx5Oi3ynsKQr,audio_features,spotify:track:7aXuop4Qambx5Oi3ynsKQr,0.457,796,237,69,2014-11-21,2014,7aXuop4Qambx5Oi3ynsKQr,I Don't Mind,I Don't Mind,0
Vance Joy,1439583,79,204280,0.431,https://api.spotify.com/v1/audio-analysis/3JvrhDOgAt6p7K8mDyZwRd,0.484,204280.0,0.731,3JvrhDOgAt6p7K8mDyZwRd,0.0,1.0,0.151,-6.694,1.0,0.0379,101.654,4.0,https://api.spotify.com/v1/tracks/3JvrhDOgAt6p7K8mDyZwRd,audio_features,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,0.51,407,117,77,2014-09-09,2014,3JvrhDOgAt6p7K8mDyZwRd,Riptide,Riptide,0
Labrinth,704869,83,287693,0.873,https://api.spotify.com/v1/audio-analysis/4L2K7JKseFCBoHMZEAszW0,0.435,287693.0,0.155,4L2K7JKseFCBoHMZEAszW0,0.0,1.0,0.107,-8.948,1.0,0.046,128.532,3.0,https://api.spotify.com/v1/tracks/4L2K7JKseFCBoHMZEAszW0,audio_features,spotify:track:4L2K7JKseFCBoHMZEAszW0,0.0935,358,103,78,2014-11-21,2014,4L2K7JKseFCBoHMZEAszW0,Jealous,Jealous,0
Sam Smith,7340990,90,239316,0.529,https://api.spotify.com/v1/audio-analysis/7795WJLVKJoAyVoOtCWqXN,0.677,239317.0,0.485,7795WJLVKJoAyVoOtCWqXN,2.04e-05,5.0,0.0766,-5.795,1.0,0.0361,82.001,4.0,https://api.spotify.com/v1/tracks/7795WJLVKJoAyVoOtCWqXN,audio_features,spotify:track:7795WJLVKJoAyVoOtCWqXN,0.493,306,101,82,2014-01-01,2014,7795WJLVKJoAyVoOtCWqXN,Only,I'm Not The Only One,0
