artist,artist_followers,artist_popularity,duration_ms,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,lyric_total_word_count,lyric_unique_word_count,popularity,release_date,release_year,song_id,song_name,track,win/loss
Fergie,2665107,73,240426,0.196,https://api.spotify.com/v1/audio-analysis/50xeLNGKmskmYUSINhqvfa,0.728,240427.0,0.582,50xeLNGKmskmYUSINhqvfa,0.000632,2.0,0.304,-4.141,1.0,0.158,184.045,4.0,https://api.spotify.com/v1/tracks/50xeLNGKmskmYUSINhqvfa,audio_features,spotify:track:50xeLNGKmskmYUSINhqvfa,0.417,694,128,57,2006-01-01,2006,50xeLNGKmskmYUSINhqvfa,Clumsy,Clumsy,0
Wyclef Jean,177282,73,241133,0.0772,https://api.spotify.com/v1/audio-analysis/4liGjmhCupa7RP9JaQELYx,0.733,241133.0,0.744,4liGjmhCupa7RP9JaQELYx,0.0,1.0,0.341,-3.51,1.0,0.0553,92.515,4.0,https://api.spotify.com/v1/tracks/4liGjmhCupa7RP9JaQELYx,audio_features,spotify:track:4liGjmhCupa7RP9JaQELYx,0.529,916,245,57,2007-08-14,2007,4liGjmhCupa7RP9JaQELYx,Sweetest Girl (Dollar Bill),Sweetest Girl (Dollar Bill),0
Fergie,2665107,73,268120,0.239,https://api.spotify.com/v1/audio-analysis/3Q4WeJmzxuDpzMu9QjQqbM,0.712,268120.0,0.647,3Q4WeJmzxuDpzMu9QjQqbM,0.0,7.0,0.0955,-4.277,1.0,0.0336,113.116,4.0,https://api.spotify.com/v1/tracks/3Q4WeJmzxuDpzMu9QjQqbM,audio_features,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,0.292,427,136,67,2006-01-01,2006,3Q4WeJmzxuDpzMu9QjQqbM,Big Girls Don't Cry,Big Girls Don't Cry (Personal),0
Mary J. Blige,1644388,72,242133,0.0334,https://api.spotify.com/v1/audio-analysis/33vzOPcd9FRirYGlCu32x4,0.924,242133.0,0.771,33vzOPcd9FRirYGlCu32x4,0.00011,11.0,0.119,-3.552,0.0,0.0561,123.018,4.0,https://api.spotify.com/v1/tracks/33vzOPcd9FRirYGlCu32x4,audio_features,spotify:track:33vzOPcd9FRirYGlCu32x4,0.627,754,170,51,2007-01-01,2007,33vzOPcd9FRirYGlCu32x4,Just Fine,Just Fine,0
Dua Lipa,7665913,91,189173,0.0658,https://api.spotify.com/v1/audio-analysis/7jr3iPu4O4bTCVwLMbdU2i,0.678,189173.0,0.729,7jr3iPu4O4bTCVwLMbdU2i,0.0,8.0,0.303,-4.188,1.0,0.137,99.895,4.0,https://api.spotify.com/v1/tracks/7jr3iPu4O4bTCVwLMbdU2i,audio_features,spotify:track:7jr3iPu4O4bTCVwLMbdU2i,0.643,611,141,91,2018-10-19,2018,7jr3iPu4O4bTCVwLMbdU2i,Kiss Kiss,Kiss and Make Up,0
Trey Songz,3639505,79,206413,0.358,https://api.spotify.com/v1/audio-analysis/5k3VjTwIsOjQ2woGz3Yx71,0.699,206413.0,0.699,5k3VjTwIsOjQ2woGz3Yx71,0.0,8.0,0.0912,-5.564,0.0,0.0737,94.977,4.0,https://api.spotify.com/v1/tracks/5k3VjTwIsOjQ2woGz3Yx71,audio_features,spotify:track:5k3VjTwIsOjQ2woGz3Yx71,0.611,495,137,62,2007-10-01,2007,5k3VjTwIsOjQ2woGz3Yx71,Can't Help But Wait,Can't Help But Wait,0
Lauren Daigle,599639,78,254986,0.477,https://api.spotify.com/v1/audio-analysis/7bU7C4TEABeeKr8wRBLYja,0.493,254987.0,0.401,7bU7C4TEABeeKr8wRBLYja,2.65e-05,9.0,0.112,-7.105,1.0,0.0253,98.04,4.0,https://api.spotify.com/v1/tracks/7bU7C4TEABeeKr8wRBLYja,audio_features,spotify:track:7bU7C4TEABeeKr8wRBLYja,0.118,185,57,67,2018-09-07,2018,7bU7C4TEABeeKr8wRBLYja,Love Like This,Love Like This,0
Rihanna,28294605,91,218946,0.323,https://api.spotify.com/v1/audio-analysis/7iu0WYLdo4yksKf3seaxzI,0.637,218947.0,0.73,7iu0WYLdo4yksKf3seaxzI,0.0,5.0,0.0981,-5.38,0.0,0.0874,93.867,4.0,https://api.spotify.com/v1/tracks/7iu0WYLdo4yksKf3seaxzI,audio_features,spotify:track:7iu0WYLdo4yksKf3seaxzI,0.732,515,152,72,2008-06-02,2008,7iu0WYLdo4yksKf3seaxzI,Hate That I Love You,Hate That I Love You,0
Santana,923854,72,222440,0.0137,https://api.spotify.com/v1/audio-analysis/5Hv1QAbRWrUSUHaT0CmnMS,0.595,222440.0,0.844,5Hv1QAbRWrUSUHaT0CmnMS,0.0,7.0,0.234,-4.678,1.0,0.0331,127.981,4.0,https://api.spotify.com/v1/tracks/5Hv1QAbRWrUSUHaT0CmnMS,audio_features,spotify:track:5Hv1QAbRWrUSUHaT0CmnMS,0.603,431,102,58,2007-09-25,2007,5Hv1QAbRWrUSUHaT0CmnMS,Into The Night,Into the Night (feat. Chad Kroeger),0
Billy Ray Cyrus,61281,58,228453,0.35,https://api.spotify.com/v1/audio-analysis/4SSUj4OC7giqpMNCqSQSCf,0.477,228453.0,0.72,4SSUj4OC7giqpMNCqSQSCf,0.0,2.0,0.158,-5.341,1.0,0.0379,76.91,4.0,https://api.spotify.com/v1/tracks/4SSUj4OC7giqpMNCqSQSCf,audio_features,spotify:track:4SSUj4OC7giqpMNCqSQSCf,0.424,238,128,41,2007-10-09,2007,4SSUj4OC7giqpMNCqSQSCf,"Ready, Set, Don't Go","Ready, Set, Don't Go",0
Soulja Boy,704647,69,221933,0.511,https://api.spotify.com/v1/audio-analysis/66TRwr5uJwPt15mfFkzhbi,0.732,221933.0,0.724,66TRwr5uJwPt15mfFkzhbi,0.0,0.0,0.0491,-2.104,1.0,0.101,140.13,4.0,https://api.spotify.com/v1/tracks/66TRwr5uJwPt15mfFkzhbi,audio_features,spotify:track:66TRwr5uJwPt15mfFkzhbi,0.808,822,142,75,2007-01-01,2007,66TRwr5uJwPt15mfFkzhbi,Crank That (Soulja Boy),Crank That (Soulja Boy),0
Baby Bash,346529,66,222026,0.0102,https://api.spotify.com/v1/audio-analysis/27mhCGdAA8gM7b33KIiB3k,0.641,222027.0,0.72,27mhCGdAA8gM7b33KIiB3k,0.0,11.0,0.154,-4.326,1.0,0.0552,77.969,4.0,https://api.spotify.com/v1/tracks/27mhCGdAA8gM7b33KIiB3k,audio_features,spotify:track:27mhCGdAA8gM7b33KIiB3k,0.578,616,177,60,2007-04-05,2007,27mhCGdAA8gM7b33KIiB3k,Cyclone,Cyclone,0
Timbaland,1205504,77,179120,0.189,https://api.spotify.com/v1/audio-analysis/2bLqfJjuC5syrsgDsZfGmn,0.734,179120.0,0.808,2bLqfJjuC5syrsgDsZfGmn,0.699,3.0,0.315,-6.448,0.0,0.106,114.764,4.0,https://api.spotify.com/v1/tracks/2bLqfJjuC5syrsgDsZfGmn,audio_features,spotify:track:2bLqfJjuC5syrsgDsZfGmn,0.805,645,156,62,2007-01-01,2007,2bLqfJjuC5syrsgDsZfGmn,The Way I Are,The Way I Are,0
Paramore,3696889,79,211520,0.00272,https://api.spotify.com/v1/audio-analysis/6SpLc7EXZIPpy0sVko0aoU,0.517,211520.0,0.906,6SpLc7EXZIPpy0sVko0aoU,9.26e-06,1.0,0.113,-3.677,1.0,0.0735,172.977,4.0,https://api.spotify.com/v1/tracks/6SpLc7EXZIPpy0sVko0aoU,audio_features,spotify:track:6SpLc7EXZIPpy0sVko0aoU,0.731,492,160,69,2007-06-11,2007,6SpLc7EXZIPpy0sVko0aoU,Misery Business,Misery Business,0
P!nk,5305214,83,208493,0.00559,https://api.spotify.com/v1/audio-analysis/7FpoD2ZlcBSj05rEHSZoiB,0.691,208493.0,0.749,7FpoD2ZlcBSj05rEHSZoiB,0.0,9.0,0.0762,-4.567,1.0,0.0274,140.014,4.0,https://api.spotify.com/v1/tracks/7FpoD2ZlcBSj05rEHSZoiB,audio_features,spotify:track:7FpoD2ZlcBSj05rEHSZoiB,0.473,292,120,64,2006-03-31,2006,7FpoD2ZlcBSj05rEHSZoiB,Who Knew,Who Knew,0
Zara Larsson,3815455,84,201122,0.133,https://api.spotify.com/v1/audio-analysis/1rIKgCH4H52lrvDcz50hS8,0.694,201122.0,0.712,1rIKgCH4H52lrvDcz50hS8,0.0,7.0,0.211,-3.923,0.0,0.046,98.022,4.0,https://api.spotify.com/v1/tracks/1rIKgCH4H52lrvDcz50hS8,audio_features,spotify:track:1rIKgCH4H52lrvDcz50hS8,0.799,546,125,78,2017-03-17,2017,1rIKgCH4H52lrvDcz50hS8,Good Life,Lush Life,0
Matchbox Twenty,1051039,70,212253,0.00452,https://api.spotify.com/v1/audio-analysis/0gbLfFlEyVHiKzlZIb0gce,0.566,212253.0,0.906,0gbLfFlEyVHiKzlZIb0gce,0.0,0.0,0.21,-5.092,1.0,0.0642,83.0,4.0,https://api.spotify.com/v1/tracks/0gbLfFlEyVHiKzlZIb0gce,audio_features,spotify:track:0gbLfFlEyVHiKzlZIb0gce,0.787,557,140,59,2007-10-02,2007,0gbLfFlEyVHiKzlZIb0gce,How Far We've Come,How Far We've Come,0
Good Charlotte,1192367,70,244000,0.0226,https://api.spotify.com/v1/audio-analysis/6BLLQndvA0rLbLcIZmuuEJ,0.64,244000.0,0.884,6BLLQndvA0rLbLcIZmuuEJ,0.0,6.0,0.187,-2.609,1.0,0.0428,124.968,4.0,https://api.spotify.com/v1/tracks/6BLLQndvA0rLbLcIZmuuEJ,audio_features,spotify:track:6BLLQndvA0rLbLcIZmuuEJ,0.573,611,155,59,2008-05-20,2008,6BLLQndvA0rLbLcIZmuuEJ,I Don't Wanna Be In Love (Dance Floor Anthem),I Don't Wanna Be In Love (Dance Floor Anthem),0
Joji,769083,85,107076,0.684,https://api.spotify.com/v1/audio-analysis/39oeKRgsLeynDIbWuXyA47,0.9,107077.0,0.316,39oeKRgsLeynDIbWuXyA47,0.0771,9.0,0.0853,-8.797,1.0,0.332,129.914,4.0,https://api.spotify.com/v1/tracks/39oeKRgsLeynDIbWuXyA47,audio_features,spotify:track:39oeKRgsLeynDIbWuXyA47,0.844,615,413,75,2018-10-26,2018,39oeKRgsLeynDIbWuXyA47,Over You,CAN'T GET OVER YOU (feat. Clams Casino),0
Kanye West,8783213,92,311866,0.00728,https://api.spotify.com/v1/audio-analysis/6C7RJEIUDqKkJRZVWdkfkH,0.625,311867.0,0.726,6C7RJEIUDqKkJRZVWdkfkH,0.0,10.0,0.318,-7.731,0.0,0.155,103.98,4.0,https://api.spotify.com/v1/tracks/6C7RJEIUDqKkJRZVWdkfkH,audio_features,spotify:track:6C7RJEIUDqKkJRZVWdkfkH,0.483,970,206,74,2007-01-01,2007,6C7RJEIUDqKkJRZVWdkfkH,Stronger,Stronger,0
Post Malone,8813610,96,218146,0.117,https://api.spotify.com/v1/audio-analysis/0e7ipj03S05BNilyu5bRzt,0.587,218147.0,0.535,0e7ipj03S05BNilyu5bRzt,6.56e-05,5.0,0.131,-6.09,0.0,0.0898,159.847,4.0,https://api.spotify.com/v1/tracks/0e7ipj03S05BNilyu5bRzt,audio_features,spotify:track:0e7ipj03S05BNilyu5bRzt,0.14,576,232,90,2018-04-27,2018,0e7ipj03S05BNilyu5bRzt,Rockstar,rockstar (feat. 21 Savage),0
Theory of a Deadman,877941,70,233173,0.0133,https://api.spotify.com/v1/audio-analysis/2UZtI2HUyLRzqBjodvcUmY,0.639,233173.0,0.71,2UZtI2HUyLRzqBjodvcUmY,0.0,1.0,0.118,-7.445,1.0,0.0275,119.989,4.0,https://api.spotify.com/v1/tracks/2UZtI2HUyLRzqBjodvcUmY,audio_features,spotify:track:2UZtI2HUyLRzqBjodvcUmY,0.378,509,216,69,2017-10-27,2017,2UZtI2HUyLRzqBjodvcUmY,Wake Up Call,Rx (Medicate),0
The Glorious Sons,43323,59,195173,0.00428,https://api.spotify.com/v1/audio-analysis/3NyovXfcpc8PDWWKH7xEDs,0.568,195173.0,0.961,3NyovXfcpc8PDWWKH7xEDs,0.0,9.0,0.138,-2.182,1.0,0.065,148.126,4.0,https://api.spotify.com/v1/tracks/3NyovXfcpc8PDWWKH7xEDs,audio_features,spotify:track:3NyovXfcpc8PDWWKH7xEDs,0.924,374,98,60,2017-10-27,2017,3NyovXfcpc8PDWWKH7xEDs,S.O.S.,S.O.S. (Sawed Off Shotgun),0
Nicki Minaj,13335685,95,189360,0.0551,https://api.spotify.com/v1/audio-analysis/1ZEm9cJC05rawV2tptNfTS,0.589,189360.0,0.714,1ZEm9cJC05rawV2tptNfTS,0.00013,7.0,0.131,-6.308,1.0,0.258,118.611,5.0,https://api.spotify.com/v1/tracks/1ZEm9cJC05rawV2tptNfTS,audio_features,spotify:track:1ZEm9cJC05rawV2tptNfTS,0.42,612,404,77,2018-06-14,2018,1ZEm9cJC05rawV2tptNfTS,Bed,Bed (feat. Ariana Grande),0
Justin Timberlake,7277201,83,322093,0.272,https://api.spotify.com/v1/audio-analysis/2wZTnl0pPFr3HBcyXfOaVJ,0.56,322093.0,0.372,2wZTnl0pPFr3HBcyXfOaVJ,0.0,2.0,0.196,-6.58,1.0,0.0446,119.189,4.0,https://api.spotify.com/v1/tracks/2wZTnl0pPFr3HBcyXfOaVJ,audio_features,spotify:track:2wZTnl0pPFr3HBcyXfOaVJ,0.473,442,199,56,2006-09-13,2006,2wZTnl0pPFr3HBcyXfOaVJ,Until The End Of Time,Until The End Of Time (with Beyoncé),0
Plain White T's,555005,70,232533,0.872,https://api.spotify.com/v1/audio-analysis/4RCWB3V8V0dignt99LZ8vH,0.657,232533.0,0.291,4RCWB3V8V0dignt99LZ8vH,0.0,2.0,0.114,-10.572,1.0,0.0293,103.973,4.0,https://api.spotify.com/v1/tracks/4RCWB3V8V0dignt99LZ8vH,audio_features,spotify:track:4RCWB3V8V0dignt99LZ8vH,0.298,441,164,78,2005-01-01,2005,4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,Hey There Delilah,0
James Bay,2074393,77,260533,0.818,https://api.spotify.com/v1/audio-analysis/13HVjjWUZFaWilh2QUJKsP,0.546,260533.0,0.311,13HVjjWUZFaWilh2QUJKsP,1.65e-05,1.0,0.107,-10.396,1.0,0.0288,147.464,4.0,https://api.spotify.com/v1/tracks/13HVjjWUZFaWilh2QUJKsP,audio_features,spotify:track:13HVjjWUZFaWilh2QUJKsP,0.246,364,132,73,2014-12-15,2014,13HVjjWUZFaWilh2QUJKsP,Let It Go,Let It Go,0
Rihanna,28294622,91,275986,0.00864,https://api.spotify.com/v1/audio-analysis/49FYlytm3dAAraYgpoJZux,0.583,275987.0,0.829,49FYlytm3dAAraYgpoJZux,0.0,1.0,0.0426,-4.603,1.0,0.134,174.028,4.0,https://api.spotify.com/v1/tracks/49FYlytm3dAAraYgpoJZux,audio_features,spotify:track:49FYlytm3dAAraYgpoJZux,0.575,676,181,80,2008-06-02,2008,49FYlytm3dAAraYgpoJZux,Umbrella,Umbrella,0
Carrie Underwood,2924104,75,199946,0.271,https://api.spotify.com/v1/audio-analysis/0ZUo4YjG4saFnEJhdWp9Bt,0.519,199947.0,0.749,0ZUo4YjG4saFnEJhdWp9Bt,0.0,6.0,0.119,-3.318,0.0,0.0405,147.905,4.0,https://api.spotify.com/v1/tracks/0ZUo4YjG4saFnEJhdWp9Bt,audio_features,spotify:track:0ZUo4YjG4saFnEJhdWp9Bt,0.29,332,116,71,2005-11-14,2005,0ZUo4YjG4saFnEJhdWp9Bt,Before He Cheats,Before He Cheats,0
Edward Sharpe & The Magnetic Zeros,749895,67,303200,0.292,https://api.spotify.com/v1/audio-analysis/7w5cxTEzp1rfV3KCy0Bd5N,0.542,303200.0,0.589,7w5cxTEzp1rfV3KCy0Bd5N,0.000522,2.0,0.177,-6.623,1.0,0.0318,111.665,4.0,https://api.spotify.com/v1/tracks/7w5cxTEzp1rfV3KCy0Bd5N,audio_features,spotify:track:7w5cxTEzp1rfV3KCy0Bd5N,0.137,319,91,73,2009-07-14,2009,7w5cxTEzp1rfV3KCy0Bd5N,Home,Home,0
T-Pain,1754286,80,227960,0.0108,https://api.spotify.com/v1/audio-analysis/2aIdVb8v9KTpEZnftkz2mD,0.451,227960.0,0.55,2aIdVb8v9KTpEZnftkz2mD,0.0,1.0,0.0737,-8.137,1.0,0.262,80.001,4.0,https://api.spotify.com/v1/tracks/2aIdVb8v9KTpEZnftkz2mD,audio_features,spotify:track:2aIdVb8v9KTpEZnftkz2mD,0.594,759,200,76,2007-06-05,2007,2aIdVb8v9KTpEZnftkz2mD,Shawty,Buy U a Drank (Shawty Snappin'),0
Elliott Yamin,59517,54,261320,0.25,https://api.spotify.com/v1/audio-analysis/0U969xYNlAyfzi8P1TaO7u,0.764,261320.0,0.487,0U969xYNlAyfzi8P1TaO7u,0.0,0.0,0.184,-6.734,1.0,0.0281,116.027,4.0,https://api.spotify.com/v1/tracks/0U969xYNlAyfzi8P1TaO7u,audio_features,spotify:track:0U969xYNlAyfzi8P1TaO7u,0.352,567,165,64,2007-03-23,2007,0U969xYNlAyfzi8P1TaO7u,Wait For You,Wait for You,0
Darius Rucker,1057213,70,197053,0.00738,https://api.spotify.com/v1/audio-analysis/0LG2cFomCi8Fb664Lvr3Nu,0.547,197053.0,0.804,0LG2cFomCi8Fb664Lvr3Nu,0.0,6.0,0.0308,-5.268,1.0,0.0361,142.016,4.0,https://api.spotify.com/v1/tracks/0LG2cFomCi8Fb664Lvr3Nu,audio_features,spotify:track:0LG2cFomCi8Fb664Lvr3Nu,0.666,361,138,67,2017-10-20,2017,0LG2cFomCi8Fb664Lvr3Nu,First Time,For The First Time,0
Boys Like Girls,612729,62,206520,0.00166,https://api.spotify.com/v1/audio-analysis/6GIrIt2M39wEGwjCQjGChX,0.423,206520.0,0.94,6GIrIt2M39wEGwjCQjGChX,0.0,1.0,0.178,-4.012,0.0,0.0635,149.934,4.0,https://api.spotify.com/v1/tracks/6GIrIt2M39wEGwjCQjGChX,audio_features,spotify:track:6GIrIt2M39wEGwjCQjGChX,0.505,298,112,64,2007-08-31,2007,6GIrIt2M39wEGwjCQjGChX,The Great Escape,The Great Escape,0
T-Pain,1754286,80,238800,0.0611,https://api.spotify.com/v1/audio-analysis/5kxddRG1RZaZROadk7iC4D,0.675,238800.0,0.394,5kxddRG1RZaZROadk7iC4D,0.0,8.0,0.214,-8.539,1.0,0.133,104.987,4.0,https://api.spotify.com/v1/tracks/5kxddRG1RZaZROadk7iC4D,audio_features,spotify:track:5kxddRG1RZaZROadk7iC4D,0.405,758,232,68,2007-06-05,2007,5kxddRG1RZaZROadk7iC4D,Bartender,Bartender,0
Sean Kingston,1176293,73,225373,0.15,https://api.spotify.com/v1/audio-analysis/1hGy2eLcmC8eKx7qr1tOqx,0.762,225373.0,0.661,1hGy2eLcmC8eKx7qr1tOqx,0.0,1.0,0.256,-6.075,0.0,0.0687,130.009,4.0,https://api.spotify.com/v1/tracks/1hGy2eLcmC8eKx7qr1tOqx,audio_features,spotify:track:1hGy2eLcmC8eKx7qr1tOqx,0.769,539,171,75,2007-07-23,2007,1hGy2eLcmC8eKx7qr1tOqx,Beautiful Girls,Beautiful Girls,0
T-Pain,1754286,80,227960,0.0108,https://api.spotify.com/v1/audio-analysis/2aIdVb8v9KTpEZnftkz2mD,0.451,227960.0,0.55,2aIdVb8v9KTpEZnftkz2mD,0.0,1.0,0.0737,-8.137,1.0,0.262,80.001,4.0,https://api.spotify.com/v1/tracks/2aIdVb8v9KTpEZnftkz2mD,audio_features,spotify:track:2aIdVb8v9KTpEZnftkz2mD,0.594,759,200,76,2007-06-05,2007,2aIdVb8v9KTpEZnftkz2mD,Buy U A Drank (Shawty Snappin'),Buy U a Drank (Shawty Snappin'),0
Fall Out Boy,5530133,83,203506,0.00539,https://api.spotify.com/v1/audio-analysis/3Zwu2K0Qa5sT6teCCHPShP,0.459,203507.0,0.884,3Zwu2K0Qa5sT6teCCHPShP,0.0,10.0,0.107,-5.005,0.0,0.0644,154.868,4.0,https://api.spotify.com/v1/tracks/3Zwu2K0Qa5sT6teCCHPShP,audio_features,spotify:track:3Zwu2K0Qa5sT6teCCHPShP,0.615,395,141,74,2007-01-01,2007,3Zwu2K0Qa5sT6teCCHPShP,Thnks Fr Th Mmrs,Thnks fr th Mmrs,0
Fabolous,971860,72,253573,0.291,https://api.spotify.com/v1/audio-analysis/0YkJU6TjjwzsVXUPRIO0DB,0.605,253573.0,0.614,0YkJU6TjjwzsVXUPRIO0DB,0.0,11.0,0.209,-6.745,1.0,0.0967,86.491,4.0,https://api.spotify.com/v1/tracks/0YkJU6TjjwzsVXUPRIO0DB,audio_features,spotify:track:0YkJU6TjjwzsVXUPRIO0DB,0.573,776,247,58,2007-01-01,2007,0YkJU6TjjwzsVXUPRIO0DB,Make Me Better,Make Me Better,0
Maroon 5,14374539,90,211080,0.00546,https://api.spotify.com/v1/audio-analysis/1lHXlGlve5Zx8tXLhyjDwM,0.806,211080.0,0.867,1lHXlGlve5Zx8tXLhyjDwM,0.000201,4.0,0.0568,-2.425,0.0,0.0357,113.993,4.0,https://api.spotify.com/v1/tracks/1lHXlGlve5Zx8tXLhyjDwM,audio_features,spotify:track:1lHXlGlve5Zx8tXLhyjDwM,0.895,440,133,60,2007-01-01,2007,1lHXlGlve5Zx8tXLhyjDwM,Makes Me Wonder,Makes Me Wonder,0
Shop Boyz,35888,45,253000,0.00556,https://api.spotify.com/v1/audio-analysis/5kGCh49aqeRMkEOhQ9mcrW,0.617,253000.0,0.689,5kGCh49aqeRMkEOhQ9mcrW,0.0,7.0,0.451,-4.988,1.0,0.0412,145.053,4.0,https://api.spotify.com/v1/tracks/5kGCh49aqeRMkEOhQ9mcrW,audio_features,spotify:track:5kGCh49aqeRMkEOhQ9mcrW,0.642,644,168,52,2007-01-01,2007,5kGCh49aqeRMkEOhQ9mcrW,Party Like A Rockstar,Party Like A Rock Star,0
Gwen Stefani,2620379,75,246466,0.218,https://api.spotify.com/v1/audio-analysis/66ZcOcouenzZEnzTJvoFmH,0.755,246467.0,0.765,66ZcOcouenzZEnzTJvoFmH,0.0,1.0,0.162,-3.475,1.0,0.0356,119.954,4.0,https://api.spotify.com/v1/tracks/66ZcOcouenzZEnzTJvoFmH,audio_features,spotify:track:66ZcOcouenzZEnzTJvoFmH,0.737,601,150,65,2006-01-01,2006,66ZcOcouenzZEnzTJvoFmH,The Sweet Escape,The Sweet Escape,0
Mc Magic,125256,53,234840,0.227,https://api.spotify.com/v1/audio-analysis/2ovm5VZJ36s3HKF8nkcIZI,0.774,234840.0,0.552,2ovm5VZJ36s3HKF8nkcIZI,0.0,8.0,0.206,-6.054,1.0,0.0503,127.176,4.0,https://api.spotify.com/v1/tracks/2ovm5VZJ36s3HKF8nkcIZI,audio_features,spotify:track:2ovm5VZJ36s3HKF8nkcIZI,0.503,457,226,53,2006,2006,2ovm5VZJ36s3HKF8nkcIZI,Sexy Lady,Sexy Lady,0
Linkin Park,10768103,86,205613,0.0141,https://api.spotify.com/v1/audio-analysis/18lR4BzEs7e3qzc0KVkTpU,0.623,205613.0,0.93,18lR4BzEs7e3qzc0KVkTpU,1.64e-06,5.0,0.138,-5.285,1.0,0.0324,120.119,4.0,https://api.spotify.com/v1/tracks/18lR4BzEs7e3qzc0KVkTpU,audio_features,spotify:track:18lR4BzEs7e3qzc0KVkTpU,0.287,213,73,75,2007-05-14,2007,18lR4BzEs7e3qzc0KVkTpU,What I've Done,What I've Done,0
Fantasia,779574,61,217346,0.457,https://api.spotify.com/v1/audio-analysis/4iuNZTcvT9diFySSzVsnVS,0.569,217347.0,0.596,4iuNZTcvT9diFySSzVsnVS,8.99e-05,8.0,0.205,-6.486,1.0,0.171,93.134,4.0,https://api.spotify.com/v1/tracks/4iuNZTcvT9diFySSzVsnVS,audio_features,spotify:track:4iuNZTcvT9diFySSzVsnVS,0.757,415,137,65,2006-12-09,2006,4iuNZTcvT9diFySSzVsnVS,When I See U,When I See U,0
Summer Walker,67177,71,140760,0.558,https://api.spotify.com/v1/audio-analysis/1QC6VpD6q6TJrl30969QM9,0.645,140760.0,0.418,1QC6VpD6q6TJrl30969QM9,0.0003,6.0,0.562,-10.065,0.0,0.29,96.963,4.0,https://api.spotify.com/v1/tracks/1QC6VpD6q6TJrl30969QM9,audio_features,spotify:track:1QC6VpD6q6TJrl30969QM9,0.123,286,109,76,2018-10-12,2018,1QC6VpD6q6TJrl30969QM9,Summer Love,Girls Need Love,0
Lloyd,980848,67,208500,0.133,https://api.spotify.com/v1/audio-analysis/2a03afRiyAbNAleOByVju4,0.825,208500.0,0.909,2a03afRiyAbNAleOByVju4,0.0,5.0,0.0508,-4.009,0.0,0.267,128.003,4.0,https://api.spotify.com/v1/tracks/2a03afRiyAbNAleOByVju4,audio_features,spotify:track:2a03afRiyAbNAleOByVju4,0.625,824,307,58,2007-01-01,2007,2a03afRiyAbNAleOByVju4,Get It Shawty,Get It Shawty - Main,0
Theory of a Deadman,877941,70,205626,0.00298,https://api.spotify.com/v1/audio-analysis/5m7on0zpnmeAXy72ANrmfU,0.504,205627.0,0.957,5m7on0zpnmeAXy72ANrmfU,0.0,0.0,0.187,-2.657,1.0,0.0529,135.013,4.0,https://api.spotify.com/v1/tracks/5m7on0zpnmeAXy72ANrmfU,audio_features,spotify:track:5m7on0zpnmeAXy72ANrmfU,0.676,436,154,64,2008-04-01,2008,5m7on0zpnmeAXy72ANrmfU,Girlfriend,Bad Girlfriend,0
P!nk,5305222,83,214386,0.00125,https://api.spotify.com/v1/audio-analysis/6cSQSGa2tFufkTdlKs2TKN,0.706,214387.0,0.889,6cSQSGa2tFufkTdlKs2TKN,0.0,0.0,0.033,-3.692,1.0,0.0556,141.025,4.0,https://api.spotify.com/v1/tracks/6cSQSGa2tFufkTdlKs2TKN,audio_features,spotify:track:6cSQSGa2tFufkTdlKs2TKN,0.882,488,162,59,2006-03-31,2006,6cSQSGa2tFufkTdlKs2TKN,U + Ur Hand,U + Ur Hand,0
Agust D,818628,60,149524,0.000833,https://api.spotify.com/v1/audio-analysis/5eXlvP0dxI3Xo2ngmNoj9X,0.539,149525.0,0.751,5eXlvP0dxI3Xo2ngmNoj9X,1.05e-05,8.0,0.158,-3.889,0.0,0.225,94.6,4.0,https://api.spotify.com/v1/tracks/5eXlvP0dxI3Xo2ngmNoj9X,audio_features,spotify:track:5eXlvP0dxI3Xo2ngmNoj9X,0.429,243,170,64,2016-08-16,2016,5eXlvP0dxI3Xo2ngmNoj9X,Give It To Me,Give It to Me,0
Big & Rich,523015,60,210842,0.32,https://api.spotify.com/v1/audio-analysis/6WacAQkSA7QkEPnxse7WWw,0.599,210843.0,0.574,6WacAQkSA7QkEPnxse7WWw,0.0,11.0,0.226,-7.363,1.0,0.0434,147.751,4.0,https://api.spotify.com/v1/tracks/6WacAQkSA7QkEPnxse7WWw,audio_features,spotify:track:6WacAQkSA7QkEPnxse7WWw,0.677,285,109,43,2007-06-05,2007,6WacAQkSA7QkEPnxse7WWw,Lost In This Moment,Lost In This Moment,0
Fergie,2665107,73,246573,0.32,https://api.spotify.com/v1/audio-analysis/4KTtYhxFtFL7mBwnjkKfLm,0.81,246573.0,0.748,4KTtYhxFtFL7mBwnjkKfLm,0.0,0.0,0.0951,-6.464,1.0,0.211,130.983,4.0,https://api.spotify.com/v1/tracks/4KTtYhxFtFL7mBwnjkKfLm,audio_features,spotify:track:4KTtYhxFtFL7mBwnjkKfLm,0.669,680,233,67,2006-01-01,2006,4KTtYhxFtFL7mBwnjkKfLm,Glamorous,Glamorous,0
