album_url,artist,artist_followers,artist_image_url_l,artist_image_url_s,artist_popularity,duration_ms,features.acousticness,features.analysis_url,features.danceability,features.duration_ms,features.energy,features.id,features.instrumentalness,features.key,features.liveness,features.loudness,features.mode,features.speechiness,features.tempo,features.time_signature,features.track_href,features.type,features.uri,features.valence,lyric_total_word_count,lyric_unique_word_count,popularity,release_date,release_year,song_id,song_name,track,win/loss
https://i.scdn.co/image/b68b39fdc2409d0f526ad48775ddcd93ff496cda,Ed Sheeran,36361110,https://i.scdn.co/image/f39b705ba6b1070c77bce4e9c21dff5bac96f21c,https://i.scdn.co/image/e21f791b600f04f9dd8ad2b6d9b3304a82e048ca,93,281560,0.474,https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f,0.781,281560,0.445,34gCuhDGsG4bRPIf9bb02f,0.0,2,0.184,-6.061,1,0.0295,78.998,4,https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f,audio_features,spotify:track:34gCuhDGsG4bRPIf9bb02f,0.591,372,134,84,2014-06-21,2014,34gCuhDGsG4bRPIf9bb02f,Thinking Out Loud,Thinking Out Loud,1
https://i.scdn.co/image/63a37f32006eab70bd58c892e4098f2a84bb915e,Fall Out Boy,5541253,https://i.scdn.co/image/205dad877133b459c8d448ee938b869cfc63bb0c,https://i.scdn.co/image/90970cbcdd67b4c11b46ffd65d0b2967c3b1bbda,83,229093,0.00898,https://api.spotify.com/v1/audio-analysis/2TfSHkHiFO4gRztVIkggkE,0.499,229093,0.824,2TfSHkHiFO4gRztVIkggkE,0.0,7,0.163,-4.741,1,0.0794,161.977,4,https://api.spotify.com/v1/tracks/2TfSHkHiFO4gRztVIkggkE,audio_features,spotify:track:2TfSHkHiFO4gRztVIkggkE,0.699,518,110,77,2005-01-01,2005,2TfSHkHiFO4gRztVIkggkE,Sugar,"Sugar, We're Goin Down",1
https://i.scdn.co/image/38e16c703f610be6472e686be0d171b4c0993749,Florence + The Machine,4100758,https://i.scdn.co/image/b9e12d1aa93b01b17ce710819df65994ff8c382c,https://i.scdn.co/image/220b6d876dc81f6084204b6a885cd3a3614ccbe0,79,234526,0.00147,https://api.spotify.com/v1/audio-analysis/20NEld0MhrR4Zpgrf9brq8,0.564,234526,0.923,20NEld0MhrR4Zpgrf9brq8,0.0,9,0.277,-3.843,0,0.0325,141.991,4,https://api.spotify.com/v1/tracks/20NEld0MhrR4Zpgrf9brq8,audio_features,spotify:track:20NEld0MhrR4Zpgrf9brq8,0.587,380,119,55,2015-06-01,2015,20NEld0MhrR4Zpgrf9brq8,Ship to Wreck,Ship To Wreck,1
https://i.scdn.co/image/b93efb4f8ac43939b3f67ee0aa965411ec2a991f,Alabama Shakes,1145050,https://i.scdn.co/image/636403b45a4a5dedb85fa14ab58f3ca66d98cc91,https://i.scdn.co/image/af39853ae9a7722966ba55b1dab7c1ac166a5235,66,232530,0.235,https://api.spotify.com/v1/audio-analysis/1xmctspTzQxisNXKY6Gxf6,0.597,232530,0.915,1xmctspTzQxisNXKY6Gxf6,0.0865,10,0.106,-3.298,0,0.152,100.444,4,https://api.spotify.com/v1/tracks/1xmctspTzQxisNXKY6Gxf6,audio_features,spotify:track:1xmctspTzQxisNXKY6Gxf6,0.555,336,89,56,2015-04-21,2015,1xmctspTzQxisNXKY6Gxf6,Don't Wanna Fight,Don't Wanna Fight,1
https://i.scdn.co/image/9117727d7f7b2e4ab897aa7922b45b7866b6168c,England Dan,25823,https://i.scdn.co/image/80446ce633caedfa7bdcbcc3aeb36e2662a6378c,https://i.scdn.co/image/0f6b887f78016f1d60840fcca980d4fa254eff79,56,159106,0.184,https://api.spotify.com/v1/audio-analysis/2r008pcfVYc0zgQvSRqUJE,0.62,159107,0.556,2r008pcfVYc0zgQvSRqUJE,0.0,5,0.301,-12.044,1,0.0336,119.172,4,https://api.spotify.com/v1/tracks/2r008pcfVYc0zgQvSRqUJE,audio_features,spotify:track:2r008pcfVYc0zgQvSRqUJE,0.592,178,108,60,1976,1976,2r008pcfVYc0zgQvSRqUJE,Really Love,I'd Really Love To See You Tonight,1
https://i.scdn.co/image/294631ce16704eb6e6d63c8201bb07f43397ce69,Dean Lewis,209316,https://i.scdn.co/image/c3af8ffaa70ee1e4bcec1687755c72b147f139b4,https://i.scdn.co/image/69a32c10e17b5127f3a9b9ed39e59c0c50ed5b4a,83,196373,0.697,https://api.spotify.com/v1/audio-analysis/3EPXxR3ImUwfayaurPi3cm,0.553,196373,0.586,3EPXxR3ImUwfayaurPi3cm,0.0,11,0.0813,-6.319,1,0.0362,126.684,4,https://api.spotify.com/v1/tracks/3EPXxR3ImUwfayaurPi3cm,audio_features,spotify:track:3EPXxR3ImUwfayaurPi3cm,0.443,447,149,93,2018-06-29,2018,3EPXxR3ImUwfayaurPi3cm,Alright,Be Alright,1
https://i.scdn.co/image/54e7f96cfcd242d6e2d86d06ed9e9e99c6d12db1,Chris Stapleton,1100055,https://i.scdn.co/image/c5e9dad1b62d610815fa41d86c59efcbb36509e5,https://i.scdn.co/image/1e1729c6285686e56dbaf7dafceff95246c37c51,77,293293,0.205,https://api.spotify.com/v1/audio-analysis/3fqwjXwUGN6vbzIwvyFMhx,0.392,293293,0.37,3fqwjXwUGN6vbzIwvyFMhx,0.0096,9,0.0821,-10.888,1,0.0298,48.718,4,https://api.spotify.com/v1/tracks/3fqwjXwUGN6vbzIwvyFMhx,audio_features,spotify:track:3fqwjXwUGN6vbzIwvyFMhx,0.512,233,82,76,2015-05-04,2015,3fqwjXwUGN6vbzIwvyFMhx,Traveller,Tennessee Whiskey,1
https://i.scdn.co/image/0bec901e20599b8c7a572d0c79e29313aa4e9e48,Little Big Town,1246888,https://i.scdn.co/image/65d9abcceaafd4f91bce1ff81a154dda895df5b2,https://i.scdn.co/image/f50d46c4d6d924b443ad9c965155df9d491bd0e2,66,193320,0.842,https://api.spotify.com/v1/audio-analysis/11qh54D0PKkBwelpDxxiEU,0.5,193320,0.225,11qh54D0PKkBwelpDxxiEU,0.0,0,0.112,-10.22,1,0.0302,173.788,3,https://api.spotify.com/v1/tracks/11qh54D0PKkBwelpDxxiEU,audio_features,spotify:track:11qh54D0PKkBwelpDxxiEU,0.355,226,87,65,2014-10-21,2014,11qh54D0PKkBwelpDxxiEU,Girl Crush,Girl Crush,1
https://i.scdn.co/image/b2ead2709aaaaefe9dc8577d0aa872a1e5c76c17,Halifa Kiz,816,https://i.scdn.co/image/b73352be8d312b9e821580e8b3d477c6557e24ce,https://i.scdn.co/image/03094c51e2b9833810f375464cf3dd318cdacdd9,21,232500,0.176,https://api.spotify.com/v1/audio-analysis/0r9yWSRUM49txoHbw5OTiZ,0.685,232500,0.452,0r9yWSRUM49txoHbw5OTiZ,3.16e-06,7,0.133,-12.987,0,0.0497,79.98,4,https://api.spotify.com/v1/tracks/0r9yWSRUM49txoHbw5OTiZ,audio_features,spotify:track:0r9yWSRUM49txoHbw5OTiZ,0.219,468,161,32,2015-04-20,2015,0r9yWSRUM49txoHbw5OTiZ,See You Again (from Furious 7),See You Again - From Fast & Furious 7,1
https://i.scdn.co/image/f9426728d34bade06ecb7b1b74c92a25091a25cb,Meghan Trainor,6592831,https://i.scdn.co/image/26648b77ab4f6dbebf304988abca69deac6ee6d9,https://i.scdn.co/image/61071d43c333b92b60b0bd7711086170ba6c9246,82,182666,0.0506,https://api.spotify.com/v1/audio-analysis/6gj08XDlv9Duc2fPOxUmVD,0.775,182667,0.825,6gj08XDlv9Duc2fPOxUmVD,1.03e-06,7,0.111,-5.402,1,0.0464,139.091,4,https://api.spotify.com/v1/tracks/6gj08XDlv9Duc2fPOxUmVD,audio_features,spotify:track:6gj08XDlv9Duc2fPOxUmVD,0.95,541,123,66,2015-01-09,2015,6gj08XDlv9Duc2fPOxUmVD,Lips Are Movin,Lips Are Movin,1
https://i.scdn.co/image/f27935a8894d873e437656615ab8d046bc424a80,Tori Kelly,1484212,https://i.scdn.co/image/0250abf99bec7093a2bd37b2471e2ee3d72d2d6f,https://i.scdn.co/image/47f9b160785a2a5a3efa5ba13a05b09b31179fed,73,186466,0.00367,https://api.spotify.com/v1/audio-analysis/5SUKnxEQaFFeudmI4qYLd9,0.647,186467,0.759,5SUKnxEQaFFeudmI4qYLd9,1.13e-05,6,0.0704,-5.468,0,0.12,89.944,4,https://api.spotify.com/v1/tracks/5SUKnxEQaFFeudmI4qYLd9,audio_features,spotify:track:5SUKnxEQaFFeudmI4qYLd9,0.424,525,115,57,2016-01-29,2016,5SUKnxEQaFFeudmI4qYLd9,Should've Been Us,Should’ve Been Us,1
https://i.scdn.co/image/269dabb3bd6618d52320164173ac5599db350589,Sam Hunt,1484039,https://i.scdn.co/image/84e943cbc6ccd9ca0699d9f7746ee18fda893c96,https://i.scdn.co/image/8de07a7cfada610eb940624cbd5896e10c7f92d5,74,243706,0.101,https://api.spotify.com/v1/audio-analysis/6DEaND0SHv3sC11xobZLiy,0.558,243707,0.719,6DEaND0SHv3sC11xobZLiy,0.0,11,0.212,-5.603,1,0.0419,158.031,4,https://api.spotify.com/v1/tracks/6DEaND0SHv3sC11xobZLiy,audio_features,spotify:track:6DEaND0SHv3sC11xobZLiy,0.483,463,162,68,2014-10-27,2014,6DEaND0SHv3sC11xobZLiy,Take Your Time,Take Your Time,1
https://i.scdn.co/image/116f1490cd76d53af12c7464dcf2400796d6f0e0,James Bay,2076950,https://i.scdn.co/image/553892097e8b1a28f1a63ae8ad755912509f9d2f,https://i.scdn.co/image/7cdade65aca32c8f142c0584e7188a4b324f3664,78,238746,0.0526,https://api.spotify.com/v1/audio-analysis/7tmtOEDxPN7CWaQWBsG1DY,0.715,238747,0.715,7tmtOEDxPN7CWaQWBsG1DY,0.0,5,0.0936,-7.364,1,0.0904,134.923,4,https://api.spotify.com/v1/tracks/7tmtOEDxPN7CWaQWBsG1DY,audio_features,spotify:track:7tmtOEDxPN7CWaQWBsG1DY,0.506,321,80,64,2014-12-15,2014,7tmtOEDxPN7CWaQWBsG1DY,Hold Back the River,Hold Back The River,1
https://i.scdn.co/image/1a0e7eb33178617ed11835e85d4b43565ea3bc68,Courtney Barnett,302346,https://i.scdn.co/image/0bb845de33922fc8de8bc9e574abeb8d80d1674f,https://i.scdn.co/image/68757fc6f5dda337cdc24ef2fd614beb68232127,62,230560,4.61e-06,https://api.spotify.com/v1/audio-analysis/7gsn3NxWLA0s0g9TmQlMri,0.479,230560,0.854,7gsn3NxWLA0s0g9TmQlMri,5.72e-05,11,0.372,-6.101,1,0.0405,136.067,4,https://api.spotify.com/v1/tracks/7gsn3NxWLA0s0g9TmQlMri,audio_features,spotify:track:7gsn3NxWLA0s0g9TmQlMri,0.535,505,173,46,2015-03-24,2015,7gsn3NxWLA0s0g9TmQlMri,Pedestrian at Best,Pedestrian at Best,1
https://i.scdn.co/image/9aee2eca5d77408db113e00013ced1d73a4998e1,Carrie Underwood,2929895,https://i.scdn.co/image/62faffbb746b291b594a8a82cdc1e720790c19bc,https://i.scdn.co/image/7726530de2db2bc5192d50a6dde5bc74f757f8c6,75,210760,0.00407,https://api.spotify.com/v1/audio-analysis/4lnnde7PnrXR3pUzQKBe6X,0.434,210760,0.868,4lnnde7PnrXR3pUzQKBe6X,1.98e-06,7,0.0919,-1.208,1,0.0603,161.886,4,https://api.spotify.com/v1/tracks/4lnnde7PnrXR3pUzQKBe6X,audio_features,spotify:track:4lnnde7PnrXR3pUzQKBe6X,0.204,406,134,54,2014-12-09,2014,4lnnde7PnrXR3pUzQKBe6X,Little Toy Guns,Little Toy Guns,1
